Name,group,L-Proline,L-Leucine,Uric acid,cis-Aconitic acid,"D-Glucurono-6,3-lactone",Isocitric acid,Gluconic acid,Glycerylphosphorylethanolamine,Pantothenic acid,Cytidine,"7,8-Dihydroneopterin",5-Aminoimidazole ribonucleotide,Phytosphingosine,Biocytin,IDP,"PC(14:0/20:3(5Z,8Z,11Z))"
AV_386,2,0.920381408,0.662044607,28.30843361,0.796970467,10.89125434,15.71355608,5.158523544,0.526663774,1.47511986,0.278969025,0.88320537,1.395266644,0.581138652,0.339513961,0.622705225,3.280848708
AV_389,2,0.571987624,0.579948611,15.39007438,0.293289044,24.05802161,13.05306305,7.679390661,0.766387491,2.191823909,0.654224647,0.831306952,1.447242306,0.575416355,0.229614338,0.519307491,0.679967364
AV_393,2,0.754960078,0.734537692,54.88241751,0.524849244,1.211405155,20.0326778,6.598584625,0.59066844,1.367887842,0.897592956,0.825196752,1.897848138,0.624060146,0.471983759,0.17186894,9.540798686
AV_396,2,0.482261612,0.68818298,46.90119435,0.612783016,2.490415501,40.72223859,6.431520863,0.416136567,1.055547517,0.739590409,0.816034925,1.417135705,1.006631848,0.359888403,0.447082714,6.902895906
AV_401,2,0.493023689,0.640847385,13.83320131,1.313628896,6.260973897,27.04981478,6.934067274,0.439375919,1.515321812,0.613186014,0.844031515,1.480198572,0.660488736,0.314713493,0.347304042,4.084539784
AV_404,2,0.456360178,0.601135129,31.89607918,0.398139391,6.58579121,21.27456887,5.527373504,0.430952348,0.897669952,0.304497152,0.873685986,1.007403844,0.632590227,0.210435798,0.428296843,0.593513419
AV_410,2,0.885063862,0.595337511,28.4312262,0.576161258,12.55247296,19.12603247,15.59956549,0.536907066,1.254041745,0.586649242,0.786013662,1.466347839,0.541911959,0.355422768,0.345531335,5.130260194
AV_413,2,0.856014785,0.69179697,13.02610812,0.134889826,9.461741898,10.02213638,5.793975433,1.386155268,2.686416127,0.532510314,0.893822631,2.011645747,0.593407386,0.20477004,0.762849933,0.817534323
AV_414,2,0.670909807,0.773628097,60.65118125,0.492235835,0.960419201,22.72921826,6.786109594,0.369296831,1.303294598,0.378791392,0.846022876,0.881507942,0.528567258,0.338039724,0.176086206,0.429104202
AV_417,2,0.435794209,0.64811284,34.56454578,0.344280392,18.13290165,20.9870793,5.925334448,0.594042574,1.291354689,0.232221066,0.86772733,1.016490286,0.526676629,0.205052986,0.443629422,0.779369382
AV_419,2,0.484929065,0.862664935,40.62923181,0.357649367,3.00170719,20.41504969,5.080092439,0.791736067,1.285804863,0.27361208,0.818363055,1.29359444,0.523601223,0.240016327,0.36537274,1.588645015
AV_421,2,0.610662193,0.519557392,15.88871716,0.512736665,7.868173746,20.8221833,6.131585948,0.344220387,0.691397849,0.256698642,0.822980154,0.971638515,0.697775031,0.136802143,0.367972596,0.438692234
AV_425,2,0.767782066,0.692957777,5.167343417,0.278222474,18.1135248,11.49387703,11.14750605,0.65390988,2.159240182,0.627158887,0.828453063,1.668041599,0.64124428,0.099287056,0.566033193,0.564791994
AV_430,2,0.908819105,0.815719625,17.67253708,0.428077829,3.407386771,17.84776436,7.446679105,0.78771182,1.27323202,0.239411116,0.848143284,1.276725998,0.581013326,0.317389681,0.445640437,1.161171132
AV_435,2,0.47948425,0.620270146,18.48106066,0.291463152,46.24890835,17.76723813,7.439623744,1.264101318,1.576614777,0.472747216,0.77377846,1.245494803,0.66607813,0.262285078,0.401783855,0.708237794
AV_437,2,0.705132042,0.802765545,32.53828003,1.180102016,4.293432757,23.57399219,4.947795857,0.723952525,1.619467535,0.284416512,0.744018724,1.328394865,0.531310416,0.231567916,0.432378745,0.983856115
AV_439,2,0.441481593,0.631359552,57.39931976,1.125433945,1.249301357,27.06093549,8.300359382,0.359527049,1.319013711,0.630561378,0.771036757,1.303296548,0.53540192,0.375183604,0.328185993,7.104033449
AV_442,2,0.756916941,0.728974413,44.49769107,0.407701836,8.358853285,25.82356555,5.308536466,0.574145922,1.214308797,0.281575418,0.802671665,0.887283279,0.489864165,0.301729505,0.36834501,0.435528125
AV_445,2,0.581726275,0.666219048,23.31574271,0.247828612,15.29209334,15.599419,10.58897451,1.388244698,2.476204231,0.644503384,0.841144933,1.818457923,0.556971162,0.252919697,0.760585037,0.752349482
AV_450,2,0.628370971,0.640785535,19.32700579,0.592964757,6.012059452,11.8882966,6.157289978,0.999023686,2.105237869,0.449857808,0.837523245,1.649979706,0.507309762,0.165657769,0.733874089,0.695494148
AV_451,2,0.654459921,0.695729139,63.14684627,0.549624679,1.460962827,27.10882603,7.309075088,0.651194135,0.935705913,0.8689545,0.794376669,2.132536827,0.56976412,0.372474777,0.854700181,10.3267254
AV_454,2,0.663011954,0.824078719,43.92112181,0.366674296,4.686276249,22.14322633,5.757634061,0.684236979,0.8672569,0.28937545,0.746661069,0.943722656,0.538429908,0.167133053,0.504618095,0.542514603
AV_002,2,1.541878753,1.413106973,15.14778174,40.33844267,1.030864786,544.6438729,1.219403814,0.354327036,0.505884603,0.126613008,0.979188081,0.102200904,1.690739778,0.292758615,4.246595536,0.256711127
AV_011,2,0.768280235,0.852835839,16.71742993,16.71558956,1.428046404,613.8779268,1.943598317,0.124179568,0.283827193,0.23665746,0.99759814,0.173972921,1.565696597,0.13104501,5.588757726,0.523887946
AV_012,2,0.111317604,0.811879338,18.51024022,47.40244181,8.637534113,510.0125356,0.591632456,0.103321245,5.80175949,0.272970743,1.014699723,0.265450878,1.611699836,0.403392605,5.516243293,0.162585718
AV_015,2,0.932519279,0.948207683,20.94018141,22.32560075,1.714763373,605.0751577,1.568619072,0.146996227,0.321765706,0.164943113,1.006165296,0.15866027,1.194521274,0.088926302,5.884093675,0.24486753
AV_017,2,1.033597413,0.782922204,18.03629482,23.78155752,1.951218942,598.3336422,2.087851633,0.151139611,0.280984144,0.17364258,1.02033943,0.24109571,1.107699238,0.135895261,4.545167538,0.279437219
AV_018,2,1.202548392,0.932196878,20.18653312,30.73265772,1.759075679,630.8329597,2.427917548,0.125217981,0.563997563,0.145538099,1.055078516,0.217432695,1.147649467,0.151413264,5.70258959,0.762613726
AV_022,2,2.21893492,1.302394306,11.0493673,41.26819466,1.542874153,596.4262006,1.54284606,0.25500751,0.688935013,0.171313771,1.007717851,0.316450932,0.944982141,0.059727656,6.12183958,0.668455848
AV_026,2,0.868273774,0.93024122,16.18869639,19.23022903,1.394293758,576.7510422,1.533296324,0.140030065,0.725139142,0.268105982,1.055583431,0.207246519,2.005461358,0.247918768,4.735926915,0.253115949
AV_032,2,1.264001848,1.134151298,14.8702263,36.44494912,1.265793844,550.2131574,2.106415407,0.29151388,0.748683487,0.287441768,1.04820945,0.482096588,1.460720976,0.18798267,4.084283338,0.271257032
AV_034,2,1.321002328,1.485020617,18.70688353,25.4847968,1.455884735,632.7069429,1.502308898,0.162001468,0.276810789,0.223275844,1.035621161,0.219388019,1.283286372,1.002146263,6.793052814,0.706322054
AV_035,2,0.032739117,0.028067128,19.80974076,30.29049877,0.777230087,587.5560424,0.860435098,0.013140612,0.533544543,0.099950118,1.027963146,0.162018093,1.884710116,0.962299708,7.611016247,0.477768675
AV_038,2,0.908486694,1.038189184,23.29850066,20.85353012,1.002826489,584.4995901,1.972178698,0.123906366,0.361734117,0.203602553,0.998097841,0.198755104,2.008957109,0.333667952,6.818999328,0.422384653
AV_039,2,2.434777627,1.26346138,15.1652928,35.65947227,1.828363948,620.930308,1.899158533,0.218811206,0.369119177,0.175865688,1.018267565,0.301450788,1.812468338,0.125917726,5.140654577,0.121026038
AV_049,2,1.679246056,1.503545618,8.350513479,23.84185517,1.538091272,644.5145155,2.152277476,0.145405441,0.824585767,0.250650889,1.005935977,0.235112231,1.916327743,0.556794662,6.292356242,2.47834497
AV_055,2,1.756763567,0.976966246,21.31489766,13.35341394,1.364210926,501.798187,3.202202937,0.073236179,0.930054485,0.148161925,1.056984969,0.256523669,1.395083135,0.267282048,5.865883602,0.823297377
AV_066,2,1.062847848,0.997107567,12.01849031,25.42615041,1.937027224,628.1245261,2.039601531,0.188845765,0.404582399,0.221645202,1.069232144,0.251301822,1.45380621,0.249544427,5.27980582,0.105905485
AV_069,2,1.099054693,1.18980642,22.32940087,17.33952352,1.737044362,591.415891,1.562661667,0.100688359,0.299446414,0.148458639,1.070592398,0.235372349,1.618858335,0.414868663,8.147616998,0.298841053
AV_073,2,1.605400968,1.40352127,21.57279626,18.2001916,1.537844661,563.0046342,2.891144551,0.107249796,0.750679667,0.17720021,1.064876492,0.217304308,1.274810363,0.241163743,6.709945886,0.256186576
AV_076,2,1.134165246,0.931388713,7.700349612,15.06612426,1.364702708,570.2598629,2.496398007,0.067965474,0.162822305,0.157688935,1.048854305,0.202829994,1.142239125,0.192033051,6.589373326,0.174561601
AV_081,2,1.358737717,1.156301702,11.67446928,15.59842384,1.460427639,485.5430256,1.755841746,0.087367892,0.24152427,0.161578591,1.017760349,0.223594296,1.161522096,0.364293748,7.837759464,0.776077445
AV_098,2,1.860346598,1.557924559,16.19900164,30.20377755,1.605926737,435.7387245,1.690028181,0.323821954,0.569323793,0.272046628,1.06087601,0.569974488,0.899271923,0.350425588,3.87757871,0.233751481
AV_102,2,0.668920346,0.790257702,23.01417034,8.547045758,1.36715544,540.1231202,2.563636629,0.086729092,0.39067645,0.346562256,1.084854328,0.157184894,1.510666196,0.280048702,6.086058381,0.24550605
AV_106,2,0.910474927,0.779949802,15.54292325,25.40338786,1.563102778,536.2283638,1.66045432,0.179292762,0.2567819,0.196405634,1.056023929,0.261839404,1.3121085,0.292161425,5.688954501,0.092466099
AV_112,2,0.999956395,1.153113272,23.83479026,19.14626737,1.541604444,543.2059093,1.746808646,0.080779788,0.315472442,0.203787048,1.046096491,0.236790106,1.561056669,0.35333522,5.933711052,0.361839619
AV_115,2,0.978098661,1.177529463,15.22203135,16.06705331,1.511971485,545.7268581,1.574460907,0.128690772,0.49524629,0.384193893,1.006255247,0.636159135,1.444005428,0.222145511,6.616468067,0.283661537
AV_117,2,1.374378977,1.271097107,2.671949205,32.24862404,1.775852323,567.8062203,2.375687518,0.190858729,0.554512623,0.207850035,1.008206126,0.300936265,1.870224048,0.212640308,5.761247783,0.106859648
AV_118,2,1.111527782,0.990351042,21.14229625,14.55291499,0.988660071,553.9300649,1.806901582,0.080018675,0.222498134,0.197170909,1.014146808,0.222150309,1.796767681,0.67112663,6.340310712,0.928453162
AV_119,2,1.971244452,1.463369523,14.94316901,38.32470422,2.102955453,500.9288057,2.743711649,0.389066131,0.798136175,0.271933465,1.009902302,0.574080657,1.360469874,0.999111246,4.232974732,0.090753636
AV_120,2,1.088004583,1.027754104,23.5211766,29.63265021,1.833871967,546.1189939,1.528882298,0.139528981,0.525858861,0.270435964,1.026091679,0.325124813,2.245977714,0.493325436,5.682385707,0.232685839
AV_130,2,1.052924358,0.792751983,17.00431076,14.44430821,1.125126832,468.7460106,1.417629903,0.110825671,0.129275209,0.189733527,1.023829814,0.165167725,0.922571638,0.169251523,5.377139097,0.043910242
AV_133,2,0.700075823,0.774870834,10.94188976,0.147396187,9.840826945,18.2136903,10.11458129,0.649722081,1.375416812,0.270385326,0.94621581,1.761596168,1.130312725,0.79393976,0.667102722,1.479684046
AV_135,2,0.995798653,1.015035252,18.93834391,25.73571167,1.678615892,484.5628455,1.514145043,0.168794232,0.500727372,0.173016612,1.025734275,0.302573493,1.021211507,0.2772705,5.553612901,0.060127424
AV_136,2,1.510643,1.221850556,21.85787928,27.2820234,1.518384599,545.0979594,1.649488307,0.175080599,0.428709025,0.228225088,1.03130564,0.18013384,1.475961447,0.277886132,6.040881664,0.194330372
AV_142,2,1.86647,0.987574211,23.36849527,24.24356559,1.447040886,498.3422863,1.960787141,0.196282752,0.389788923,0.270295189,1.004817594,0.261178077,1.037152593,0.217058976,6.327168968,0.042338071
AV_144,2,1.094284338,0.96255504,24.96784844,15.37697611,1.276470204,524.9667669,1.482093758,0.095529189,0.276836279,0.188901613,1.023896315,0.200197275,1.357827931,0.103143195,6.865509989,0.033604514
AV_145,2,1.172815926,1.04877526,18.70237769,19.11806622,1.402648056,581.1108436,1.907238554,0.18167816,0.382039899,0.109421446,1.072295266,0.168010052,1.142770422,0.299481517,5.61884515,0.043761293
AV_155,2,0.898175663,0.790646264,25.24908502,14.87852372,1.551136432,567.2452976,2.048960635,0.178404165,0.554565312,0.208866553,1.082387771,0.159974335,0.722425982,0.187575934,6.411025969,0.069571896
AV_157,2,1.137575584,0.809163995,25.77985318,17.23485374,1.57596684,556.2634707,1.871896581,0.140232608,0.359425756,0.310731975,1.047450629,0.176343436,1.534627523,0.281531704,6.141577473,0.077992577
AV_164,2,1.374847376,1.073148107,13.35826236,13.7085575,1.350322601,557.6612254,2.512810863,0.135551693,0.16112364,0.229452973,1.074214981,0.21648949,0.799070724,0.156485438,6.717593729,0.048478286
AV_167,2,1.342554342,1.30467877,2.281890353,35.09738573,2.45084644,559.5050121,1.717697383,0.352794224,2.464967945,0.272481163,1.019488043,0.476166639,0.81878187,0.054717281,4.701421108,0.066984878
AV_169,2,1.530589988,1.275533225,2.257044535,35.81004944,2.304163302,500.1721168,2.652050761,0.382525916,0.767440884,0.24220656,1.0466642,0.435394547,0.82814822,0.109466059,4.232362764,0.207179352
AV_180,2,0.865582348,1.167568198,21.86561943,12.25669543,1.372786614,507.3558663,1.250952828,0.110010348,0.390973224,0.254530312,1.10315933,0.19245567,1.237408623,0.30185583,7.706547798,0.14642116
AV_184,2,1.224484606,1.219647442,15.13915276,30.23656057,1.692053765,459.0179819,1.748527449,0.287767878,0.461660544,0.172939271,1.069011557,0.150622792,0.851857343,0.105851976,4.612461906,0.054460413
AV_186,2,2.450272851,0.893049173,19.86627237,19.58153759,1.517424981,472.2336321,1.677033768,0.169034266,0.45437115,0.303187554,1.087517324,0.23271155,0.888637482,0.225040616,6.381520037,0.062954645
AV_192,2,1.245830076,0.870434084,12.91296517,18.25945173,1.225512929,336.2123263,4.778896542,0.127635021,0.499438914,0.154110327,1.03674976,0.152730673,0.931185035,0.09870611,6.184340633,0.059206581
AV_196,2,1.283642148,1.368358802,15.87559256,36.21033675,1.151471554,416.4817976,1.934799966,0.287093636,0.608258675,0.205656506,1.073261337,0.276417843,0.837442193,0.143838057,4.27836978,2.875581345
AV_197,2,0.919789132,0.722836069,20.56486909,13.64853174,1.204412164,481.0057872,2.022143757,0.081000642,0.471722051,0.162962504,1.083456737,0.173448282,0.716081046,0.075856962,6.358348111,0.046150195
